Major clade,APGIV family,Full species name and authority,INTRO
Eudicots,Proteaceae,Telopea truncata (Labill.) R.Br.,
Eudicots,Ranunculaceae,Anemone crassifolia Hook.,
Eudicots,Ranunculaceae,Aquilegia vulgaris L.,i
Eudicots,Ranunculaceae,Clematis aristata R.Br. ex Ker Gawl.,
Eudicots,Ranunculaceae,Clematis clitorioides DC.,
Eudicots,Ranunculaceae,Clematis decipiens H.Eichler ex Jeanes,
Eudicots,Ranunculaceae,Clematis gentianoides DC.,
Eudicots,Ranunculaceae,Clematis microphylla DC.,
Eudicots,Ranunculaceae,Clematis vitalba L. var. vitalba,i
Eudicots,Ranunculaceae,Myosurus australis F.Muell.,?i
Eudicots,Ranunculaceae,Psychrophila phylloptera (A.W.Hill) H.Eichler,
Eudicots,Ranunculaceae,Ranunculus acaulis Banks & Sol. ex DC.,
Eudicots,Ranunculaceae,Ranunculus acris L. subsp. acris,i
Eudicots,Ranunculaceae,Ranunculus amphitrichus Colenso,
Eudicots,Ranunculaceae,Ranunculus collicola Menadue,
Eudicots,Ranunculaceae,Ranunculus collinus R.Br. ex DC.,
Eudicots,Ranunculaceae,Ranunculus decurvus (Hook.f.) Melville,
Eudicots,Ranunculaceae,Ranunculus diminutus B.G.Briggs,
Eudicots,Ranunculaceae,Ranunculus glabrifolius Hook.,
Eudicots,Ranunculaceae,Ranunculus gunnianus Hook.,
Eudicots,Ranunculaceae,Ranunculus jugosus Menadue,
Eudicots,Ranunculaceae,Ranunculus lappaceus Sm.,
Eudicots,Ranunculaceae,Ranunculus muricatus L.,i
Eudicots,Ranunculaceae,Ranunculus nanus Hook.,
Eudicots,Ranunculaceae,Ranunculus parviflorus L.,i
Eudicots,Ranunculaceae,Ranunculus pascuinus (Hook.f.) Melville,
Eudicots,Ranunculaceae,Ranunculus pimpinellifolius Hook.,
Eudicots,Ranunculaceae,Ranunculus prasinus Menadue,
Eudicots,Ranunculaceae,Ranunculus pumilio R.Br. ex DC. var. pumilio,
Eudicots,Ranunculaceae,Ranunculus repens L.,i
Eudicots,Ranunculaceae,Ranunculus sardous Crantz,i
Eudicots,Ranunculaceae,Ranunculus scapiger Hook.,
Eudicots,Ranunculaceae,Ranunculus sessiliflorus R.Br. ex DC. var. sessiliflorus,
Eudicots,Ranunculaceae,Ranunculus setaceus Rodway,
Eudicots,Ranunculaceae,Ranunculus trichophyllus Chaix,?i
Eudicots,Ranunculaceae,Ranunculus trilobus Desf.,i
Eudicots,Ranunculaceae,Ranunculus triplodontus Melville,
Eudicots,Resedaceae,Reseda alba L.,i
Eudicots,Resedaceae,Reseda lutea L.,i
Eudicots,Resedaceae,Reseda luteola L.,i
Eudicots,Rhamnaceae,Cryptandra alpina Hook.f.,
Eudicots,Rhamnaceae,Cryptandra amara Sm.,
Eudicots,Rhamnaceae,Cryptandra exilis D.I.Morris,
Eudicots,Rhamnaceae,Discaria pubescens (Brongn.) Druce,
Eudicots,Rhamnaceae,Pomaderris apetala Labill. subsp. apetala,
Eudicots,Rhamnaceae,Pomaderris apetala subsp. maritima N.G.Walsh & Coates,
Eudicots,Rhamnaceae,Pomaderris aspera Sieber ex DC.,
Eudicots,Rhamnaceae,Pomaderris elachophylla F.Muell.,
Eudicots,Rhamnaceae,Pomaderris elliptica Labill. var. elliptica,
Eudicots,Rhamnaceae,Pomaderris elliptica var. diemenica N.G.Walsh & Coates,
Eudicots,Rhamnaceae,Pomaderris intermedia Sieber ex DC.,
Eudicots,Rhamnaceae,Pomaderris oraria F.Muell. ex Reissek subsp. oraria,
Eudicots,Rhamnaceae,Pomaderris paniculosa subsp. paralia N.G.Walsh,
Eudicots,Rhamnaceae,Pomaderris phylicifolia Lodd. ex Link subsp. phylicifolia,
Eudicots,Rhamnaceae,Pomaderris phylicifolia subsp. ericoides (Maiden & Betche) N.G.Walsh & Coates,
Eudicots,Rhamnaceae,Pomaderris pilifera N.A.Wakef. subsp. pilifera,
Eudicots,Rhamnaceae,Pomaderris pilifera subsp. talpicutica A.M.Gray & Wapstra,
Eudicots,Rhamnaceae,Pomaderris racemosa Hook.,
Eudicots,Rhamnaceae,Rhamnus alaternus L.,i
Eudicots,Rhamnaceae,Spyridium eriocephalum Fenzl,
Eudicots,Rhamnaceae,Spyridium gunnii (Hook.f.) Benth.,
Eudicots,Rhamnaceae,Spyridium lawrencei (Hook.f.) Benth.,
Eudicots,Rhamnaceae,Spyridium obcordatum (Hook.f.) W.M.Curtis,
Eudicots,Rhamnaceae,Spyridium obovatum (Hook.) Benth. var. obovatum,
Eudicots,Rhamnaceae,Spyridium obovatum var. velutinum (F.Muell. ex Reissek) Benth.,
Eudicots,Rhamnaceae,Spyridium parvifolium (Hook.) F.Muell. var. parvifolium,
Eudicots,Rhamnaceae,Spyridium parvifolium var. molle (Hook.f.) Benth.,
Eudicots,Rhamnaceae,Spyridium ulicinum (Hook.) Benth.,
Eudicots,Rhamnaceae,Spyridium vexilliferum (Hook.) Reissek var. vexilliferum,
Eudicots,Rhamnaceae,Spyridium vexilliferum var. latifolium Benth.,
Eudicots,Rhamnaceae,Stenanthemum pimeleoides (Hook.f.) Benth.,
Eudicots,Rosaceae,Acaena × anserovina Orchard,
Eudicots,Rosaceae,Acaena × ovina A.Cunn.,
Eudicots,Rosaceae,Acaena echinata Nees,
Eudicots,Rosaceae,Acaena montana Hook.f.,
Eudicots,Rosaceae,Acaena novae-zelandiae Kirk,
Eudicots,Rosaceae,Acaena pallida (Kirk) Allan,
Eudicots,Rosaceae,Aphanes arvensis L.,i
Eudicots,Rosaceae,Aphanes australiana (Rothm.) Rothm.,
Eudicots,Rosaceae,Aphanes microcarpa (Boiss. & Reut.) Rothm.,i
Eudicots,Rosaceae,Argentina anserina (L.) Rydb.,
Eudicots,Rosaceae,Cotoneaster franchetii Bois,i
Eudicots,Rosaceae,Cotoneaster glaucophyllus var. serotinus (Hutch.) L.T.Lu & Brach,i
Eudicots,Rosaceae,Cotoneaster pannosus Franch.,i
Eudicots,Rosaceae,Cotoneaster simonsii Baker,i
Eudicots,Rosaceae,Crataegus monogyna Jacq.,i
Eudicots,Rosaceae,Geum talbotianum W.M.Curtis,
Eudicots,Rosaceae,Malus domestica (Suckow) Borkh.,i
Eudicots,Rosaceae,Margyricarpus pinnatus (Lam.) Kuntze,i
Eudicots,Rosaceae,Potentilla anglica Laichard.,i
Eudicots,Rosaceae,Potentilla recta L.,i
Eudicots,Rosaceae,Potentilla reptans L.,i
Eudicots,Rosaceae,Prunus cerasifera Ehrh.,i
Eudicots,Rosaceae,Prunus domestica subsp. insititia (L.) Bonnier & Layens,i
Eudicots,Rosaceae,Prunus laurocerasus L.,i
Eudicots,Rosaceae,Prunus spinosa L.,i
Eudicots,Rosaceae,Rosa canina L.,i
Eudicots,Rosaceae,Rosa rubiginosa L.,i
Eudicots,Rosaceae,Rubus echinatus Lindl.,i
Eudicots,Rosaceae,Rubus erythrops Edees & A.Newton,i
Eudicots,Rosaceae,"Rubus grabowskii Weihe ex Günther, Grab. & Wimm.",i
Eudicots,Rosaceae,Rubus gunnianus Hook.,
Eudicots,Rosaceae,Rubus laciniatus Willd.,i
Eudicots,Rosaceae,Rubus leucostachys Schleich. ex Sm.,i
Eudicots,Rosaceae,Rubus loganobaccus L.H.Bailey,i
Eudicots,Rosaceae,Rubus parvifolius L.,
Eudicots,Rosaceae,Rubus pensilvanicus Poir.,i
Eudicots,Rosaceae,Rubus polyanthemus Lindeb.,i
Eudicots,Rosaceae,Rubus rubritinctus W.C.R.Watson,i
Eudicots,Rosaceae,Rubus rugosus Sm.,i
Eudicots,Rosaceae,Rubus sp. Tasmania (J.R.Hosking 1551) SA Herbarium ,i
Eudicots,Rosaceae,Rubus vestitus Weihe & Nees,i
Eudicots,Rosaceae,Sanguisorba minor Scop.,i
Eudicots,Rosaceae,Sorbus aucuparia L.,i
Eudicots,Rubiaceae,Asperula conferta Hook.f.,
Eudicots,Rubiaceae,Asperula gunnii Hook.f.,
Eudicots,Rubiaceae,Asperula minima Hook.f.,
Eudicots,Rubiaceae,Asperula oblanceolata I.Thomps.,
Eudicots,Rubiaceae,Asperula pusilla Hook.f.,
Eudicots,Rubiaceae,Asperula scoparia Hook.f. subsp. scoparia,
Eudicots,Rubiaceae,Asperula subsimplex Hook.f.,
Eudicots,Rubiaceae,Coprosma hirtella Labill.,
Eudicots,Rubiaceae,Coprosma moorei F.Muell. ex Rodway,
Eudicots,Rubiaceae,Coprosma nitida Hook.f.,
Eudicots,Rubiaceae,Coprosma nivalis W.R.B.Oliv.,
Eudicots,Rubiaceae,Coprosma perpusilla Colenso subsp. perpusilla,
Eudicots,Rubiaceae,Coprosma pumila Hook.f.,
Eudicots,Rubiaceae,Coprosma quadrifida (Labill.) B.L.Rob.,
Eudicots,Rubiaceae,Coprosma repens A.Rich.,i
Eudicots,Rubiaceae,Coprosma robusta Raoul,i
Eudicots,Rubiaceae,Galium albescens Hook.f.,
Eudicots,Rubiaceae,Galium aparine L.,i
Eudicots,Rubiaceae,Galium australe DC.,
Eudicots,Rubiaceae,Galium binifolium subsp. conforme I.Thomps.,
Eudicots,Rubiaceae,Galium ciliare Hook.f. subsp. ciliare,
Eudicots,Rubiaceae,Galium ciliare subsp. terminale I.Thomps.,
Eudicots,Rubiaceae,Galium compactum Ehrend. & McGill.,
Eudicots,Rubiaceae,Galium densum Hook.f.,
Eudicots,Rubiaceae,Galium divaricatum Pourr. ex Lam.,i
Eudicots,Rubiaceae,Galium gaudichaudii subsp. parviflorum I.Thomps.,
Eudicots,Rubiaceae,Galium leiocarpum I.Thomps.,
Eudicots,Rubiaceae,Galium murale (L.) All.,i
Eudicots,Rubiaceae,Galium palustre L.,i
Eudicots,Rubiaceae,Galium verum L.,i
Eudicots,Rubiaceae,Nertera granadensis (Mutis ex L.f.) Druce,
Eudicots,Rubiaceae,Opercularia ovata Hook.f.,
Eudicots,Rubiaceae,Opercularia varia Hook.f.,
Eudicots,Rubiaceae,Sherardia arvensis L.,i
Eudicots,Rutaceae,Acradenia frankliniae Kippist ex Lindl.,
Eudicots,Rutaceae,Boronia citriodora Gunn ex Hook.f. subsp. citriodora,
Eudicots,Rutaceae,Boronia citriodora subsp. orientalis Duretto,
Eudicots,Rutaceae,Boronia citriodora subsp. paulwilsonii Duretto,
Eudicots,Rutaceae,Boronia elisabethiae Duretto,
Eudicots,Rutaceae,Boronia gunnii Hook.f.,
Eudicots,Rutaceae,Boronia hemichiton Duretto,
Eudicots,Rutaceae,Boronia hippopala Duretto,
Eudicots,Rutaceae,Boronia parviflora Sm.,
Eudicots,Rutaceae,Boronia pilosa Labill. subsp. pilosa,
Eudicots,Rutaceae,Boronia pilosa subsp. tasmanensis Duretto,
Eudicots,Rutaceae,Boronia rhomboidea Hook.,
Eudicots,Rutaceae,Boronia rozefeldsii Duretto,
Eudicots,Rutaceae,Coleonema pulchellum I.Williams,i
Eudicots,Rutaceae,Correa alba Andrews var. alba,
Eudicots,Rutaceae,Correa alba var. rotundifolia DC.,
Eudicots,Rutaceae,Correa backhouseana Hook. var. backhouseana,
Eudicots,Rutaceae,Correa lawrenciana Hook. var. lawrenciana,
Eudicots,Rutaceae,Correa lawrenciana var. ferruginea Hook.f.,
Eudicots,Rutaceae,Correa reflexa (Labill.) Vent. var. reflexa,
Eudicots,Rutaceae,Correa reflexa var. nummulariifolia (Hook.f.) Paul G.Wilson,
Eudicots,Rutaceae,Cyanothamnus anemonifolius subsp. variabilis (Hook.) Duretto & Heslewood,
Eudicots,Rutaceae,Cyanothamnus nanus (Hook.) Duretto & Heslewood var. nanus,
Eudicots,Rutaceae,Cyanothamnus nanus var. hyssopifolius (Melville) Duretto & Heslewood,
Eudicots,Rutaceae,Leionema bilobum subsp. truncatum (Hook.f.) Duretto & K.L.Durham,
Eudicots,Rutaceae,Leionema montanum (Hook.) Paul G.Wilson,
Eudicots,Rutaceae,Leionema oldfieldii (F.Muell.) Paul G.Wilson,
Eudicots,Rutaceae,Nematolepis squamea (Labill.) Paul G.Wilson subsp. squamea,
Eudicots,Rutaceae,Nematolepis squamea subsp. retusa (Hook.) Paul G.Wilson,
Eudicots,Rutaceae,Phebalium daviesii Hook.f.,
Eudicots,Rutaceae,Philotheca freyciana Rozefelds,
Eudicots,Rutaceae,Philotheca verrucosa (A.Rich.) Paul G.Wilson,
Eudicots,Rutaceae,Philotheca virgata (Hook.f.) Paul G.Wilson,
Eudicots,Rutaceae,Zieria arborescens Sims subsp. arborescens,
Eudicots,Rutaceae,Zieria littoralis J.A.Armstr.,
Eudicots,Rutaceae,Zieria veronicea (F.Muell.) Benth. subsp. veronicea,
Eudicots,Salicaceae,Populus alba L.,i
Eudicots,Salicaceae,Salix × fragilis L. nothovar. fragilis,i
Eudicots,Salicaceae,Salix × reichardtii A.Kern.,i
Eudicots,Salicaceae,Salix cinerea L. subsp. cinerea,i
Eudicots,Salicaceae,Salix cinerea subsp. oleifolia (Sm.) Macreight,i
Eudicots,Salicaceae,Salix purpurea L.,i
Eudicots,Santalaceae,Exocarpos cupressiformis Labill.,
Eudicots,Santalaceae,Exocarpos humifusus R.Br.,
Eudicots,Santalaceae,Exocarpos nanus Hook.f.,
Eudicots,Santalaceae,Exocarpos strictus R.Br.,
Eudicots,Santalaceae,Exocarpos syrticola (F.Muell. ex Miq.) Stauffer,
Eudicots,Santalaceae,Leptomeria drupacea (Labill.) Druce,
Eudicots,Santalaceae,Leptomeria glomerata F.Muell. ex Hook.f.,
Eudicots,Sapindaceae,Acer pseudoplatanus L.,i
Eudicots,Sapindaceae,Dodonaea filiformis Link,
Eudicots,Sapindaceae,Dodonaea viscosa subsp. spatulata (Sm.) J.G.West,
Eudicots,Scrophulariaceae,Buddleja davidii Franch.,i
Eudicots,Scrophulariaceae,Myoporum insulare R.Br.,
Eudicots,Scrophulariaceae,Myoporum parvifolium R.Br.,
Eudicots,Scrophulariaceae,Scrophularia auriculata L.,i
Eudicots,Scrophulariaceae,Verbascum blattaria L.,i
Eudicots,Scrophulariaceae,Verbascum creticum (L.) Cav.,i
Eudicots,Scrophulariaceae,Verbascum thapsus L.,i
Eudicots,Scrophulariaceae,Verbascum virgatum Stokes,i
Eudicots,Solanaceae,Cyphanthera tasmanica Miers,
Eudicots,Solanaceae,Datura ferox L.,i
Eudicots,Solanaceae,Datura stramonium L.,i
Eudicots,Solanaceae,Lycium barbarum L.,i
Eudicots,Solanaceae,Lycium ferocissimum Miers,i
Eudicots,Solanaceae,Nicotiana rustica L.,i
Eudicots,Solanaceae,Physalis peruviana L.,i
Eudicots,Solanaceae,Salpichroa origanifolia (Lam.) Thell.,i
Eudicots,Solanaceae,Solanum chenopodioides Lam.,i
Eudicots,Solanaceae,Solanum dulcamara L.,i
Eudicots,Solanaceae,Solanum furcatum Dunal ex Poir.,i
Eudicots,Solanaceae,Solanum laciniatum Aiton,
Eudicots,Solanaceae,Solanum linearifolium Geras. ex Symon,i
Eudicots,Solanaceae,Solanum marginatum L.f.,i
Eudicots,Solanaceae,Solanum mauritianum Scop.,i
Eudicots,Solanaceae,Solanum nigrum L.,i
Eudicots,Solanaceae,Solanum nitidibaccatum Bitter,i
Eudicots,Solanaceae,Solanum opacum A.Braun & Bouché,
Eudicots,Solanaceae,Solanum pseudocapsicum L.,i
Eudicots,Solanaceae,Solanum triflorum Nutt.,i
Eudicots,Solanaceae,Solanum vescum F.Muell.,
Eudicots,Stylidiaceae,Donatia novae-zelandiae Hook.f.,
Eudicots,Stylidiaceae,Forstera bellidifolia Hook.,
Eudicots,Stylidiaceae,Phyllachne colensoi (Hook.f.) Berggr.,
Eudicots,Stylidiaceae,Stylidium armeria (Labill.) Labill. subsp. armeria,
Eudicots,Stylidiaceae,Stylidium beaugleholei J.H.Willis,
Eudicots,Stylidiaceae,Stylidium despectum R.Br.,
Eudicots,Stylidiaceae,Stylidium graminifolium Sw.,
Eudicots,Stylidiaceae,Stylidium perpusillum Hook.f.,
Eudicots,Tetracarpaeaceae,Tetracarpaea tasmannica Hook.,
Eudicots,Thymelaeaceae,Daphne laureola L.,i
Eudicots,Thymelaeaceae,Kelleria dieffenbachii (Hook.) Endl.,
Eudicots,Thymelaeaceae,Pimelea axiflora F.Muell. ex Meisn. subsp. axiflora,
Eudicots,Thymelaeaceae,Pimelea cinerea R.Br.,
Eudicots,Thymelaeaceae,Pimelea curviflora R.Br.,
Eudicots,Thymelaeaceae,Pimelea drupacea Labill.,
Eudicots,Thymelaeaceae,Pimelea filiformis Hook.f.,
Eudicots,Thymelaeaceae,Pimelea flava R.Br. subsp. flava,
Eudicots,Thymelaeaceae,Pimelea glauca R.Br.,
Eudicots,Thymelaeaceae,Pimelea humilis R.Br.,
Eudicots,Thymelaeaceae,Pimelea leiophylla A.M.Gray & M.Baker,
Eudicots,Thymelaeaceae,Pimelea ligustrina Labill. subsp. ligustrina,
Eudicots,Thymelaeaceae,Pimelea linifolia Sm.,
Eudicots,Thymelaeaceae,Pimelea micrantha F.Muell. ex Meisn.,
Eudicots,Thymelaeaceae,Pimelea milliganii Meisn.,
Eudicots,Thymelaeaceae,Pimelea nivea Labill.,
Eudicots,Thymelaeaceae,Pimelea pauciflora R.Br.,
Eudicots,Thymelaeaceae,Pimelea pygmaea F.Muell. & C.Stuart ex Meisn.,
Eudicots,Thymelaeaceae,Pimelea sericea R.Br.,
Eudicots,Thymelaeaceae,Pimelea serpyllifolia R.Br. subsp. serpyllifolia,
Eudicots,Thymelaeaceae,Pimelea sp. Tunbridge (A.Moscal 9026) Tas Herbarium ,
Eudicots,Tropaeolaceae,Tropaeolum majus L.,i
Eudicots,Ulmaceae,Ulmus × hollandica Mill.,i
Eudicots,Urticaceae,Australina pusilla (Poir.) Gaudich. subsp. pusilla,
Eudicots,Urticaceae,Australina pusilla subsp. muelleri (Wedd.) Friis & Wilmot-Dear,
Eudicots,Urticaceae,Parietaria cardiostegia Greuter,
Eudicots,Urticaceae,Parietaria debilis G.Forst.,
Eudicots,Urticaceae,Parietaria judaica L.,i
Eudicots,Urticaceae,Soleirolia soleirolii (Req.) Dandy,i
Eudicots,Urticaceae,Urtica incisa Poir.,
Eudicots,Urticaceae,Urtica urens L.,i
Eudicots,Verbenaceae,Verbena bonariensis L.,i
Eudicots,Verbenaceae,Verbena officinalis L.,i
Eudicots,Viburnaceae,Sambucus gaudichaudiana DC.,
Eudicots,Viburnaceae,Sambucus nigra L.,i
Eudicots,Viburnaceae,Viburnum tinus L.,i
Eudicots,Violaceae,Melicytus angustifolius (DC.) Garn.-Jones subsp. angustifolius,
Eudicots,Violaceae,Melicytus angustifolius subsp. divaricatus Stajsic & R.F.Douglas,
Eudicots,Violaceae,Viola arvensis Murray,i
Eudicots,Violaceae,Viola betonicifolia Sm. subsp. betonicifolia,
Eudicots,Violaceae,Viola caleyana G.Don,
Eudicots,Violaceae,Viola cleistogamoides (L.G.Adams) Seppelt,
Eudicots,Violaceae,Viola cunninghamii Hook.f.,
Eudicots,Violaceae,Viola curtisiae (L.G.Adams) K.R.Thiele,
Eudicots,Violaceae,Viola fuscoviolacea (L.G.Adams) T.A.James,
Eudicots,Violaceae,Viola hederacea Labill.,
Eudicots,Violaceae,Viola improcera L.G.Adams,
Eudicots,Violaceae,Viola odorata L.,i
Eudicots,Violaceae,Viola serpentinicola de Salas,
Eudicots,Zygophyllaceae,Roepera billardierei (DC.) G.Don,
Gymnosperms,Cupressaceae,Athrotaxis × laxifolia Hook.,
Gymnosperms,Cupressaceae,Athrotaxis cupressoides D.Don,
Gymnosperms,Cupressaceae,Athrotaxis selaginoides D.Don,
Gymnosperms,Cupressaceae,Callitris oblonga Rich. & A.Rich. subsp. oblonga,
Gymnosperms,Cupressaceae,Callitris rhomboidea R.Br. ex Rich. & A.Rich.,
Gymnosperms,Cupressaceae,Diselma archeri Hook.f.,
Gymnosperms,Cupressaceae,Hesperocyparis macrocarpa (Hartw. ex Gordon) Bartel,i
Gymnosperms,Pinaceae,Pinus pinaster Aiton,i
Gymnosperms,Pinaceae,Pinus radiata D.Don,i
Gymnosperms,Pinaceae,Pinus wallichiana A.B.Jacks.,i
Gymnosperms,Podocarpaceae,Lagarostrobos franklinii (Hook.f.) Quinn,
Gymnosperms,Podocarpaceae,Microcachrys tetragona (Hook.) Hook.f.,
Gymnosperms,Podocarpaceae,Pherosphaera hookeriana W.Archer bis,
Gymnosperms,Podocarpaceae,Phyllocladus aspleniifolius (Labill.) Hook.f.,
Gymnosperms,Podocarpaceae,Podocarpus lawrencei Hook.f.,
Magnoliids,Atherospermataceae,Atherosperma moschatum Labill. subsp. moschatum,
Magnoliids,Lauraceae,Cassytha glabella f. dispar (Schltdl.) J.Z.Weber,
Magnoliids,Lauraceae,Cassytha glabella R.Br. f. glabella,
Magnoliids,Lauraceae,Cassytha melantha R.Br.,
Magnoliids,Lauraceae,Cassytha pedicellosa J.Z.Weber,
Magnoliids,Lauraceae,Cassytha pubescens R.Br.,
Magnoliids,Monimiaceae,Hedycarya angustifolia A.Cunn.,
Magnoliids,Winteraceae,Tasmannia lanceolata (Poir.) A.C.Sm.,
Monocots,Alismataceae,Alisma lanceolatum With.,i
Monocots,Alismataceae,Alisma plantago-aquatica L.,i
Monocots,Alismataceae,Damasonium minus (R.Br.) Buchenau,
Monocots,Alstroemeriaceae,Alstroemeria aurea Graham,i
Monocots,Alstroemeriaceae,Drymophila cyanocarpa R.Br.,
Monocots,Amaryllidaceae,Agapanthus praecox subsp. orientalis (F.M.Leight.) F.M.Leight.,i
Monocots,Amaryllidaceae,Allium ampeloprasum L.,i
Monocots,Amaryllidaceae,Allium neapolitanum Cirillo,i
Monocots,Amaryllidaceae,Allium triquetrum L.,i
Monocots,Amaryllidaceae,Allium vineale L.,i
Monocots,Amaryllidaceae,Amaryllis belladonna L.,i
Monocots,Amaryllidaceae,Leucojum aestivum L.,i
Monocots,Amaryllidaceae,Narcissus pseudonarcissus L.,i
Monocots,Amaryllidaceae,Narcissus tazetta L.,i
Monocots,Amaryllidaceae,Nothoscordum borbonicum Kunth,i
Monocots,Aponogetonaceae,Aponogeton distachyos L.f.,i
Monocots,Araceae,Arum italicum Mill.,i
Monocots,Araceae,Landoltia punctata (G.Mey.) Les & D.J.Crawford,
Monocots,Araceae,Lemna disperma Hegelm.,
Monocots,Araceae,Lemna trisulca L.,
Monocots,Araceae,Wolffia australiana (Benth.) Hartog & Plas,
Monocots,Araceae,Zantedeschia aethiopica (L.) Spreng.,i
Monocots,Asparagaceae,Agave americana L.,i
Monocots,Asparagaceae,Arthropodium milleflorum (DC.) J.F.Macbr.,
Monocots,Asparagaceae,Arthropodium minus R.Br.,
Monocots,Asparagaceae,Arthropodium pendulum DC.,
Monocots,Asparagaceae,Arthropodium strictum R.Br.,
Monocots,Asparagaceae,Asparagus asparagoides (L.) Druce,i
Monocots,Asparagaceae,Asparagus officinalis L.,i
Monocots,Asparagaceae,Asparagus scandens Thunb.,i
Monocots,Asparagaceae,Chamaescilla corymbosa (R.Br.) F.Muell. ex Benth. var. corymbosa,
Monocots,Asparagaceae,Cordyline australis (G.Forst.) Endl.,i
Monocots,Asparagaceae,Furcraea foetida (L.) Haw.,i
Monocots,Asparagaceae,Laxmannia orientalis Keighery,
Monocots,Asparagaceae,Lomandra hystrix (R.Br.) L.R.Fraser & Vickery,i
Monocots,Asparagaceae,Lomandra longifolia Labill.,
Monocots,Asparagaceae,Lomandra nana (A.T.Lee) A.T.Lee,
Monocots,Asparagaceae,Muscari armeniacum Leichtlin ex Baker,i
Monocots,Asparagaceae,Ornithogalum umbellatum L.,i
Monocots,Asparagaceae,Polygonatum multiflorum (L.) All.,i
Monocots,Asparagaceae,Scilla peruviana L.,i
Monocots,Asparagaceae,Sowerbaea juncea Andrews,
Monocots,Asparagaceae,Thysanotus patersonii R.Br.,
Monocots,Asphodelaceae,Aloe maculata All.,i
Monocots,Asphodelaceae,Asphodelus fistulosus L.,i
Monocots,Asphodelaceae,Bulbine bulbosa (R.Br.) Haw.,
Monocots,Asphodelaceae,Bulbine crassa D.I.Morris & Duretto,
Monocots,Asphodelaceae,Bulbine glauca (Raf.) E.M.Watson,
Monocots,Asphodelaceae,Bulbine semibarbata (R.Br.) Haw.,
Monocots,Asphodelaceae,Caesia alpina Hook.f.,
Monocots,Asphodelaceae,Caesia calliantha R.J.F.Hend.,
Monocots,Asphodelaceae,Caesia parviflora R.Br. var. parviflora,
Monocots,Asphodelaceae,Caesia parviflora var. minor R.J.F.Hend.,
Monocots,Asphodelaceae,Caesia parviflora var. vittata (R.Br.) R.J.F.Hend.,
Monocots,Asphodelaceae,Dianella amoena G.W.Carr & P.F.Horsfall,
Monocots,Asphodelaceae,Dianella brevicaulis (Ostenf.) G.W.Carr & P.F.Horsfall,
Monocots,Asphodelaceae,Dianella revoluta R.Br. var. revoluta,
Monocots,Asphodelaceae,Dianella tasmanica Hook.f.,
Monocots,Asphodelaceae,Herpolirion novae-zelandiae Hook.f.,
Monocots,Asphodelaceae,Kniphofia uvaria (L.) Oken,i
Monocots,Asphodelaceae,Phormium tenax J.R.Forst. & G.Forst.,i
Monocots,Asphodelaceae,Thelionema caespitosum (R.Br.) R.J.F.Hend.,
Monocots,Asphodelaceae,Thelionema umbellatum (R.Br.) R.J.F.Hend.,
Monocots,Asphodelaceae,Tricoryne elatior R.Br.,
Monocots,Asphodelaceae,Xanthorrhoea arenaria D.J.Bedford,
Monocots,Asphodelaceae,Xanthorrhoea australis R.Br.,
Monocots,Asphodelaceae,Xanthorrhoea bracteata R.Br.,
Monocots,Asteliaceae,Astelia alpina R.Br. var. alpina,
Monocots,Asteliaceae,Astelia sp. Quartzite (A.M.Buchanan 16828) Tas Herbarium ,
Monocots,Asteliaceae,Milligania densiflora Hook.f.,
Monocots,Asteliaceae,Milligania johnstonii F.Muell. ex Benth.,
Monocots,Asteliaceae,Milligania lindoniana Rodway ex W.M.Curtis,
Monocots,Asteliaceae,Milligania longifolia Hook.f.,
Monocots,Asteliaceae,Milligania stylosa (F.Muell. ex Hook.f.) F.Muell. ex Benth.,
Monocots,Blandfordiaceae,Blandfordia punicea (Labill.) Sweet,
Monocots,Burmanniaceae,Thismia rodwayi F.Muell.,
Monocots,Campynemataceae,Campynema lineare Labill.,
Monocots,Colchicaceae,Burchardia umbellata R.Br.,
Monocots,Colchicaceae,Wurmbea biglandulosa (R.Br.) T.D.Macfarl. subsp. biglandulosa,
Monocots,Colchicaceae,Wurmbea dioica (R.Br.) F.Muell. subsp. dioica,
Monocots,Colchicaceae,Wurmbea latifolia subsp. vanessae R.J.Bates,
Monocots,Colchicaceae,Wurmbea uniflora (R.Br.) T.D.Macfarl.,
Monocots,Commelinaceae,Tradescantia fluminensis Vell.,i
Monocots,Cymodoceaceae,Amphibolis antarctica (Labill.) Sond. & Asch. ex Asch.,
Monocots,Cyperaceae,Bolboschoenus caldwellii (V.J.Cook) Soják,
Monocots,Cyperaceae,Bolboschoenus medianus (V.J.Cook) Soják,
Monocots,Cyperaceae,Carex appressa R.Br.,
Monocots,Cyperaceae,Carex archeri Boott,
Monocots,Cyperaceae,Carex barbata Boott,
Monocots,Cyperaceae,Carex bichenoviana Boott,
Monocots,Cyperaceae,Carex breviculmis R.Br.,
Monocots,Cyperaceae,Carex capillacea Boott,
Monocots,Cyperaceae,Carex cataractae R.Br.,
Monocots,Cyperaceae,Carex cephalotes F.Muell.,
Monocots,Cyperaceae,Carex chlorantha R.Br.,
Monocots,Cyperaceae,Carex curta Gooden.,
Monocots,Cyperaceae,Carex demissa Hornem.,i
Monocots,Cyperaceae,Carex divisa Huds.,i
Monocots,Cyperaceae,Carex divulsa Stokes,i
Monocots,Cyperaceae,Carex fascicularis Sol. ex Boott,
Monocots,Cyperaceae,Carex flacca Schreb.,i
