Major clade,APGIV family,Full species name and authority,INTRO
Pteridophytes,Dicksoniaceae,Dicksonia antarctica Labill.,
Pteridophytes,Dryopteridaceae,Lastreopsis acuminata (Houlston) C.V.Morton,
Pteridophytes,Dryopteridaceae,Lastreopsis hispida (Sw.) Tindale,
Pteridophytes,Dryopteridaceae,Polystichum proliferum (R.Br.) C.Presl,
Pteridophytes,Dryopteridaceae,Rumohra adiantiformis (G.Forst.) Ching,
Pteridophytes,Equisetaceae,Equisetum hyemale L.,i
Pteridophytes,Gleicheniaceae,Gleichenia abscida Rodway,
Pteridophytes,Gleicheniaceae,Gleichenia alpina R.Br.,
Pteridophytes,Gleicheniaceae,Gleichenia dicarpa R.Br.,
Pteridophytes,Gleicheniaceae,Gleichenia microphylla R.Br.,
Pteridophytes,Gleicheniaceae,Sticherus lobatus N.A.Wakef.,
Pteridophytes,Gleicheniaceae,Sticherus tener (R.Br.) Ching,
Pteridophytes,Gleicheniaceae,Sticherus urceolatus M.Garrett & Kantvilas,
Pteridophytes,Grammitidaceae,Notogrammitis angustifolia subsp. nothofageti (Parris) Parris,
Pteridophytes,Grammitidaceae,Notogrammitis billardierei (Willd.) Parris,
Pteridophytes,Grammitidaceae,Notogrammitis crassior (Kirk) Parris,
Pteridophytes,Grammitidaceae,Notogrammitis garrettii (Parris) Parris,
Pteridophytes,Grammitidaceae,Notogrammitis gunnii (Parris) Parris,
Pteridophytes,Grammitidaceae,Notogrammitis heterophylla (Labill.) Parris,
Pteridophytes,Grammitidaceae,Notogrammitis pseudociliata (Parris) Parris,
Pteridophytes,Hymenophyllaceae,Hymenophyllum applanatum (A.M.Gray & R.G.Williams) Ebihara & K.Iwats.,
Pteridophytes,Hymenophyllaceae,Hymenophyllum australe Willd.,
Pteridophytes,Hymenophyllaceae,Hymenophyllum cupressiforme Labill.,
Pteridophytes,Hymenophyllaceae,Hymenophyllum flabellatum Labill.,
Pteridophytes,Hymenophyllaceae,Hymenophyllum marginatum Hook. & Grev.,
Pteridophytes,Hymenophyllaceae,Hymenophyllum peltatum (Poir.) Desv.,
Pteridophytes,Hymenophyllaceae,Hymenophyllum rarum R.Br.,
Pteridophytes,Hymenophyllaceae,Polyphlebium venosum (R.Br.) Copel.,
Pteridophytes,Isoetaceae,Isoetes drummondii A.Braun subsp. drummondii,
Pteridophytes,Isoetaceae,Isoetes elatior F.Muell. ex A.Braun,
Pteridophytes,Isoetaceae,Isoetes gunnii A.Braun,
Pteridophytes,Isoetaceae,Isoetes humilior F.Muell. ex A.Braun,
Pteridophytes,Isoetaceae,"Isoetes jarmaniae D.F.Brunt, G.Kantvilas & M.Garrett",
Pteridophytes,Isoetaceae,Isoetes muelleri A.Braun,
Pteridophytes,Lindsaeaceae,Lindsaea linearis Sw.,
Pteridophytes,Lindsaeaceae,Lindsaea trichomanoides Dryand.,
Pteridophytes,Lycopodiaceae,Huperzia australiana (Herter) Holub,
Pteridophytes,Lycopodiaceae,Lycopodiella diffusa (R.Br.) B.Øllg.,
Pteridophytes,Lycopodiaceae,Lycopodiella lateralis (R.Br.) B.Øllg.,
Pteridophytes,Lycopodiaceae,Lycopodiella serpentina (Kunze) B.Ollg.,
Pteridophytes,Lycopodiaceae,Lycopodium deuterodensum Herter,
Pteridophytes,Lycopodiaceae,Lycopodium fastigiatum R.Br.,
Pteridophytes,Lycopodiaceae,Lycopodium scariosum G.Forst.,
Pteridophytes,Lycopodiaceae,Phlegmariurus varius (R.Br.) A.R.Field & Bostock,
Pteridophytes,Lycopodiaceae,Phylloglossum drummondii Kunze,
Pteridophytes,Marsileaceae,Marsilea mutica Mett.,i
Pteridophytes,Marsileaceae,Pilularia novae-hollandiae A.Braun,
Pteridophytes,Ophioglossaceae,Botrychium lunaria (L.) Sw.,
Pteridophytes,Ophioglossaceae,Ophioglossum lusitanicum subsp. coriaceum (A.Cunn.) R.T.Clausen,
Pteridophytes,Osmundaceae,Todea barbara (L.) T.Moore,
Pteridophytes,Polypodiaceae,Microsorum pustulatum (G.Forst.) Copel. subsp. pustulatum,
Pteridophytes,Psilotaceae,Tmesipteris elongata P.A.Dang.,
Pteridophytes,Psilotaceae,Tmesipteris obliqua Chinnock,
Pteridophytes,Psilotaceae,Tmesipteris parva N.A.Wakef.,
Pteridophytes,Pteridaceae,Pteris epaleata D.J.Ohlsen,
Pteridophytes,Pteridaceae,Pteris tremula R.Br.,
Pteridophytes,Schizaeaceae,Schizaea asperula N.A.Wakef.,
Pteridophytes,Schizaeaceae,Schizaea bifida Willd.,
Pteridophytes,Schizaeaceae,Schizaea fistulosa Labill.,
Pteridophytes,Selaginellaceae,Selaginella gracillima (Kunze) Spring ex Salomon,
Pteridophytes,Selaginellaceae,Selaginella uliginosa (Labill.) Spring,
Pteridophytes,Thelypteridaceae,Pneumatopteris pennigera (G.Forst.) Holttum,
